127.0.0.1, 2024-02-24 19:32:22, GET, /, HTTP/1.1, 303, 0.002516
127.0.0.1, 2024-02-24 20:19:10, GET, /admin/default/index, HTTP/1.1, 303, 0.007161
127.0.0.1, 2024-02-24 20:19:10, GET, /admin/default/site, HTTP/1.1, 200, 0.064876
127.0.0.1, 2024-02-24 20:19:11, GET, /favicon.ico, HTTP/1.1, 400, 0.000328
127.0.0.1, 2024-02-24 20:22:04, GET, /Gestión_Escolar/default/index, HTTP/1.1, 500, 0.650892
127.0.0.1, 2024-02-24 20:22:04, GET, /favicon.ico, HTTP/1.1, 400, 0.000281
127.0.0.1, 2024-02-24 20:22:06, GET, /admin/default/ticket/Gestión_Escolar/127.0.0.1.2024-02-24.20-22-03.a3e4e799-8838-4371-a5f0-0f86a20a6265, HTTP/1.1, 200, 0.146245
127.0.0.1, 2024-02-24 20:22:06, GET, /favicon.ico, HTTP/1.1, 400, 0.000263
127.0.0.1, 2024-02-24 20:22:25, GET, /admin/default/site, HTTP/1.1, 200, 0.032398
127.0.0.1, 2024-02-24 20:22:25, GET, /favicon.ico, HTTP/1.1, 400, 0.000273
127.0.0.1, 2024-02-24 20:22:30, GET, /admin/default/design/Gestión_Escolar, HTTP/1.1, 200, 0.063237
127.0.0.1, 2024-02-24 20:22:30, GET, /favicon.ico, HTTP/1.1, 400, 0.000324
127.0.0.1, 2024-02-24 20:24:19, GET, /, HTTP/1.1, 303, 0.000660
127.0.0.1, 2024-02-24 20:24:19, GET, /welcome/default/index, HTTP/1.1, 200, 0.016854
127.0.0.1, 2024-02-24 20:24:19, GET, /welcome/static/images/background.jpg, HTTP/1.1, 404, 0.000310
127.0.0.1, 2024-02-24 20:24:24, GET, /admin/default/site, HTTP/1.1, 200, 0.022609
127.0.0.1, 2024-02-24 20:24:24, GET, /favicon.ico, HTTP/1.1, 400, 0.000828
127.0.0.1, 2024-02-24 20:24:41, GET, /admin/default/site, HTTP/1.1, 200, 0.024028
127.0.0.1, 2024-02-24 20:24:41, GET, /favicon.ico, HTTP/1.1, 400, 0.000255
127.0.0.1, 2024-02-24 20:24:43, GET, /Gestión_Escolar/default/index, HTTP/1.1, 500, 0.017404
127.0.0.1, 2024-02-24 20:24:43, GET, /favicon.ico, HTTP/1.1, 400, 0.000255
127.0.0.1, 2024-02-24 20:24:45, GET, /admin/default/ticket/Gestión_Escolar/127.0.0.1.2024-02-24.20-24-43.06151c08-0337-43a0-891a-23db687e061b, HTTP/1.1, 200, 0.076505
127.0.0.1, 2024-02-24 20:24:45, GET, /favicon.ico, HTTP/1.1, 400, 0.000294
127.0.0.1, 2024-02-24 20:24:52, GET, /admin/default/site, HTTP/1.1, 200, 0.087734
127.0.0.1, 2024-02-24 20:24:52, GET, /favicon.ico, HTTP/1.1, 400, 0.000249
127.0.0.1, 2024-02-24 20:29:16, GET, /admin/default/design/Gestión_Escolar, HTTP/1.1, 200, 0.066745
127.0.0.1, 2024-02-24 20:29:16, GET, /favicon.ico, HTTP/1.1, 400, 0.000258
127.0.0.1, 2024-02-24 20:29:21, GET, /admin/default/peek/Gestión_Escolar/models/db.py, HTTP/1.1, 200, 0.072121
127.0.0.1, 2024-02-24 20:29:21, GET, /favicon.ico, HTTP/1.1, 400, 0.000975
127.0.0.1, 2024-02-24 20:41:16, GET, /, HTTP/1.1, 303, 0.004441
127.0.0.1, 2024-02-24 20:41:16, GET, /welcome/default/index, HTTP/1.1, 200, 0.092645
127.0.0.1, 2024-02-24 20:41:16, GET, /welcome/static/images/background.jpg, HTTP/1.1, 404, 0.000335
127.0.0.1, 2024-02-24 20:41:23, GET, /welcome/default/api_get_user_email, HTTP/1.1, 303, 0.014832
127.0.0.1, 2024-02-24 20:41:24, GET, /welcome/default/user/login, HTTP/1.1, 200, 0.054306
127.0.0.1, 2024-02-24 20:41:26, GET, /admin/default/site, HTTP/1.1, 200, 0.194151
127.0.0.1, 2024-02-24 20:41:26, GET, /favicon.ico, HTTP/1.1, 400, 0.000285
127.0.0.1, 2024-02-24 20:41:28, GET, /Gestión_Escolar/default/index, HTTP/1.1, 500, 0.091236
127.0.0.1, 2024-02-24 20:41:28, GET, /favicon.ico, HTTP/1.1, 400, 0.000266
127.0.0.1, 2024-02-24 20:41:29, GET, /admin/default/site, HTTP/1.1, 200, 0.066371
127.0.0.1, 2024-02-24 20:41:30, GET, /favicon.ico, HTTP/1.1, 400, 0.001023
127.0.0.1, 2024-02-24 20:41:33, GET, /admin/default/design/Gestión_Escolar, HTTP/1.1, 200, 0.152581
127.0.0.1, 2024-02-24 20:41:34, GET, /favicon.ico, HTTP/1.1, 400, 0.000257
127.0.0.1, 2024-02-24 20:41:40, GET, /favicon.ico, HTTP/1.1, 400, 0.000790
127.0.0.1, 2024-02-24 20:41:48, GET, /admin/default/plugins/Gestión_Escolar, HTTP/1.1, 500, 0.910232
127.0.0.1, 2024-02-24 20:41:48, GET, /favicon.ico, HTTP/1.1, 400, 0.000234
127.0.0.1, 2024-02-24 20:41:50, GET, /admin/default/design/Gestión_Escolar, HTTP/1.1, 200, 0.070704
127.0.0.1, 2024-02-24 20:41:51, GET, /favicon.ico, HTTP/1.1, 400, 0.000242
127.0.0.1, 2024-02-24 20:41:53, GET, /admin/default/plugins/Gestión_Escolar, HTTP/1.1, 500, 0.248173
127.0.0.1, 2024-02-24 20:41:53, GET, /favicon.ico, HTTP/1.1, 400, 0.000249
127.0.0.1, 2024-02-24 20:41:55, GET, /admin/default/design/Gestión_Escolar, HTTP/1.1, 200, 0.082914
127.0.0.1, 2024-02-24 20:41:56, GET, /favicon.ico, HTTP/1.1, 400, 0.000257
127.0.0.1, 2024-02-25 21:19:15, GET, /, HTTP/1.1, 303, 0.001827
127.0.0.1, 2024-02-25 21:19:15, GET, /welcome/default/index, HTTP/1.1, 200, 0.391987
127.0.0.1, 2024-02-25 21:19:15, GET, /welcome/static/images/background.jpg, HTTP/1.1, 404, 0.034723
127.0.0.1, 2024-02-25 21:19:20, GET, /admin/default/site, HTTP/1.1, 303, 0.277578
127.0.0.1, 2024-02-25 21:19:20, GET, /admin/default/index, HTTP/1.1, 200, 0.108434
127.0.0.1, 2024-02-25 21:19:21, GET, /favicon.ico, HTTP/1.1, 400, 0.000269
127.0.0.1, 2024-02-25 21:19:24, POST, /admin/default/index, HTTP/1.1, 303, 0.012526
127.0.0.1, 2024-02-25 21:19:24, GET, /admin/default/site, HTTP/1.1, 200, 0.068938
127.0.0.1, 2024-02-25 21:19:24, GET, /favicon.ico, HTTP/1.1, 400, 0.000247
127.0.0.1, 2024-02-25 21:19:25, POST, /admin/default/check_version, HTTP/1.1, 200, 0.364489
127.0.0.1, 2024-02-25 21:19:27, GET, /examples/default/index, HTTP/1.1, 200, 0.091755
127.0.0.1, 2024-02-25 21:20:57, GET, /admin/default/site, HTTP/1.1, 200, 0.026109
127.0.0.1, 2024-02-25 21:20:57, GET, /favicon.ico, HTTP/1.1, 400, 0.000276
127.0.0.1, 2024-02-25 21:21:12, GET, /admin/wizard/index, HTTP/1.1, 200, 0.086076
127.0.0.1, 2024-02-25 21:21:12, GET, /favicon.ico, HTTP/1.1, 400, 0.000256
127.0.0.1, 2024-02-25 21:21:33, POST, /admin/wizard/index, HTTP/1.1, 303, 0.005964
127.0.0.1, 2024-02-25 21:21:33, GET, /admin/wizard/step1, HTTP/1.1, 200, 0.022042
127.0.0.1, 2024-02-25 21:21:33, GET, /admin/static/_2.27.1/plugin_multiselect/switch.png, HTTP/1.1, 200, 0.045952
127.0.0.1, 2024-02-25 21:21:34, GET, /favicon.ico, HTTP/1.1, 400, 0.000245
127.0.0.1, 2024-02-25 21:21:57, POST, /admin/wizard/step1, HTTP/1.1, 303, 0.012044
127.0.0.1, 2024-02-25 21:21:57, GET, /admin/wizard/step2/, HTTP/1.1, 200, 0.018144
127.0.0.1, 2024-02-25 21:21:57, GET, /favicon.ico, HTTP/1.1, 400, 0.000244
127.0.0.1, 2024-02-25 21:22:13, POST, /admin/wizard/step2/, HTTP/1.1, 303, 0.005913
127.0.0.1, 2024-02-25 21:22:13, GET, /admin/wizard/step3/0/, HTTP/1.1, 200, 0.019508
127.0.0.1, 2024-02-25 21:22:13, GET, /favicon.ico, HTTP/1.1, 400, 0.000234
127.0.0.1, 2024-02-25 21:22:16, POST, /admin/wizard/step3/0/, HTTP/1.1, 303, 0.012846
127.0.0.1, 2024-02-25 21:22:16, GET, /admin/wizard/step4/, HTTP/1.1, 200, 0.016986
127.0.0.1, 2024-02-25 21:22:16, GET, /favicon.ico, HTTP/1.1, 400, 0.000246
127.0.0.1, 2024-02-25 21:22:19, POST, /admin/wizard/step4/, HTTP/1.1, 303, 0.014086
127.0.0.1, 2024-02-25 21:22:19, GET, /admin/wizard/step5/0/, HTTP/1.1, 200, 0.020840
127.0.0.1, 2024-02-25 21:22:19, GET, /favicon.ico, HTTP/1.1, 400, 0.000250
127.0.0.1, 2024-02-25 21:22:22, POST, /admin/wizard/step5/0/, HTTP/1.1, 303, 0.007894
127.0.0.1, 2024-02-25 21:22:22, GET, /admin/wizard/step5/1/, HTTP/1.1, 200, 0.014949
127.0.0.1, 2024-02-25 21:22:22, GET, /favicon.ico, HTTP/1.1, 400, 0.000254
127.0.0.1, 2024-02-25 21:22:24, POST, /admin/wizard/step5/1/, HTTP/1.1, 303, 0.013738
127.0.0.1, 2024-02-25 21:22:24, GET, /admin/wizard/step6/, HTTP/1.1, 200, 0.044087
127.0.0.1, 2024-02-25 21:22:24, GET, /favicon.ico, HTTP/1.1, 400, 0.000778
127.0.0.1, 2024-02-25 21:22:28, POST, /admin/wizard/step6/, HTTP/1.1, 303, 0.075892
127.0.0.1, 2024-02-25 21:22:28, GET, /admin/wizard/generated, HTTP/1.1, 200, 0.036893
127.0.0.1, 2024-02-25 21:22:29, GET, /escolar/default/index, HTTP/1.1, 200, 0.854052
127.0.0.1, 2024-02-25 21:22:29, GET, /escolar/static/css/bootstrap.min.css, HTTP/1.1, 200, 0.001556
127.0.0.1, 2024-02-25 21:22:29, GET, /escolar/static/js/calendar.js, HTTP/1.1, 200, 0.000666
127.0.0.1, 2024-02-25 21:22:29, GET, /escolar/static/js/modernizr-2.8.3.min.js, HTTP/1.1, 200, 0.000803
127.0.0.1, 2024-02-25 21:22:29, GET, /escolar/static/css/calendar.css, HTTP/1.1, 200, 0.008084
127.0.0.1, 2024-02-25 21:22:29, GET, /escolar/static/css/web2py-bootstrap4.css, HTTP/1.1, 200, 0.007039
127.0.0.1, 2024-02-25 21:22:29, GET, /escolar/static/js/jquery.js, HTTP/1.1, 200, 0.002147
127.0.0.1, 2024-02-25 21:22:29, GET, /escolar/static/js/web2py.js, HTTP/1.1, 200, 0.006459
127.0.0.1, 2024-02-25 21:22:29, GET, /escolar/static/js/web2py-bootstrap4.js, HTTP/1.1, 200, 0.000455
127.0.0.1, 2024-02-25 21:22:29, GET, /escolar/static/js/bootstrap.bundle.min.js, HTTP/1.1, 200, 0.000409
127.0.0.1, 2024-02-25 21:22:29, GET, /favicon.ico, HTTP/1.1, 400, 0.000395
127.0.0.1, 2024-02-25 21:22:38, GET, /escolar/default/index, HTTP/1.1, 200, 0.015403
127.0.0.1, 2024-02-25 21:22:42, GET, /escolar/default/user/login, HTTP/1.1, 200, 0.022029
127.0.0.1, 2024-02-25 21:24:12, GET, /escolar/default/user/login, HTTP/1.1, 200, 0.047171
127.0.0.1, 2024-02-25 21:24:13, GET, /escolar/default/index, HTTP/1.1, 200, 0.024081
127.0.0.1, 2024-02-25 21:24:14, GET, /admin/wizard/step6/, HTTP/1.1, 200, 0.065970
127.0.0.1, 2024-02-25 21:24:14, GET, /favicon.ico, HTTP/1.1, 400, 0.000236
127.0.0.1, 2024-02-25 21:24:15, GET, /admin/wizard/step5/1/, HTTP/1.1, 200, 0.019932
127.0.0.1, 2024-02-25 21:24:15, GET, /favicon.ico, HTTP/1.1, 400, 0.000245
127.0.0.1, 2024-02-25 21:24:17, GET, /admin/, HTTP/1.1, 303, 0.006269
127.0.0.1, 2024-02-25 21:24:17, GET, /admin/default/site, HTTP/1.1, 200, 0.050541
127.0.0.1, 2024-02-25 21:24:17, GET, /favicon.ico, HTTP/1.1, 400, 0.000246
127.0.0.1, 2024-02-25 21:24:20, GET, /escolar/default/index, HTTP/1.1, 200, 0.019776
127.0.0.1, 2024-02-25 21:24:20, GET, /escolar/static/images/favicon.ico, HTTP/1.1, 200, 0.000415
127.0.0.1, 2024-02-27 11:47:39, GET, /, HTTP/1.1, 303, 0.006958
127.0.0.1, 2024-02-27 11:47:40, GET, /welcome/default/index, HTTP/1.1, 200, 0.356799
127.0.0.1, 2024-02-27 11:47:40, GET, /welcome/static/css/bootstrap.min.css, HTTP/1.1, 200, 0.072613
127.0.0.1, 2024-02-27 11:47:40, GET, /welcome/static/images/background.jpg, HTTP/1.1, 404, 0.044864
127.0.0.1, 2024-02-27 11:47:43, GET, /admin/default/site, HTTP/1.1, 303, 0.341273
127.0.0.1, 2024-02-27 11:47:43, GET, /admin/default/index, HTTP/1.1, 200, 0.077506
127.0.0.1, 2024-02-27 11:47:43, GET, /admin/static/_2.27.1/css/bootstrap.min.css, HTTP/1.1, 200, 0.033725
127.0.0.1, 2024-02-27 11:47:43, GET, /favicon.ico, HTTP/1.1, 400, 0.000273
127.0.0.1, 2024-02-27 11:47:50, POST, /admin/default/index, HTTP/1.1, 303, 0.005588
127.0.0.1, 2024-02-27 11:47:51, GET, /admin/default/site, HTTP/1.1, 200, 0.056135
127.0.0.1, 2024-02-27 11:47:51, GET, /favicon.ico, HTTP/1.1, 400, 0.000263
127.0.0.1, 2024-02-27 11:47:51, POST, /admin/default/check_version, HTTP/1.1, 200, 0.569407
127.0.0.1, 2024-02-27 11:47:58, GET, /escolar/default/index, HTTP/1.1, 200, 0.186544
127.0.0.1, 2024-02-27 11:47:58, GET, /escolar/static/css/bootstrap.min.css, HTTP/1.1, 200, 0.105168
127.0.0.1, 2024-02-27 11:55:04, GET, /escolar/default/index, HTTP/1.1, 200, 0.041470
127.0.0.1, 2024-02-27 12:30:28, GET, /, HTTP/1.1, 303, 0.000368
127.0.0.1, 2024-02-27 12:30:28, GET, /welcome/default/index, HTTP/1.1, 200, 0.059146
127.0.0.1, 2024-02-27 12:30:28, GET, /welcome/static/images/background.jpg, HTTP/1.1, 404, 0.000649
127.0.0.1, 2024-02-27 12:30:31, GET, /admin/default/site, HTTP/1.1, 200, 0.030961
127.0.0.1, 2024-02-27 12:30:31, GET, /favicon.ico, HTTP/1.1, 400, 0.000264
127.0.0.1, 2024-02-27 12:30:34, GET, /escolar/default/index, HTTP/1.1, 200, 0.014200
127.0.0.1, 2024-02-27 14:34:30, GET, /, HTTP/1.1, 303, 0.001841
127.0.0.1, 2024-02-27 14:34:30, GET, /welcome/default/index, HTTP/1.1, 200, 0.391087
127.0.0.1, 2024-02-27 14:34:30, GET, /welcome/static/images/background.jpg, HTTP/1.1, 404, 0.013364
127.0.0.1, 2024-02-27 14:34:44, GET, /admin/default/site, HTTP/1.1, 303, 0.292008
127.0.0.1, 2024-02-27 14:34:44, GET, /admin/default/index, HTTP/1.1, 200, 0.070739
127.0.0.1, 2024-02-27 14:34:44, GET, /favicon.ico, HTTP/1.1, 400, 0.000272
127.0.0.1, 2024-02-27 14:34:47, POST, /admin/default/index, HTTP/1.1, 303, 0.008301
127.0.0.1, 2024-02-27 14:34:47, GET, /admin/default/site, HTTP/1.1, 200, 0.071305
127.0.0.1, 2024-02-27 14:34:47, GET, /favicon.ico, HTTP/1.1, 400, 0.000267
127.0.0.1, 2024-02-27 14:34:47, POST, /admin/default/check_version, HTTP/1.1, 200, 0.270792
127.0.0.1, 2024-02-27 14:34:49, GET, /escolar/default/index, HTTP/1.1, 500, 0.238051
127.0.0.1, 2024-02-27 14:34:49, GET, /favicon.ico, HTTP/1.1, 400, 0.000414
127.0.0.1, 2024-02-27 14:34:51, GET, /admin/default/site, HTTP/1.1, 200, 0.107354
127.0.0.1, 2024-02-27 14:34:51, GET, /favicon.ico, HTTP/1.1, 400, 0.000245
127.0.0.1, 2024-02-27 14:34:53, GET, /escolar/default/index, HTTP/1.1, 500, 0.060301
127.0.0.1, 2024-02-27 14:34:53, GET, /favicon.ico, HTTP/1.1, 400, 0.000242
127.0.0.1, 2024-02-27 14:35:09, GET, /escolar/default/index, HTTP/1.1, 500, 0.024922
127.0.0.1, 2024-02-27 14:35:09, GET, /favicon.ico, HTTP/1.1, 400, 0.000271
127.0.0.1, 2024-02-27 14:35:10, GET, /admin/default/site, HTTP/1.1, 200, 0.051286
127.0.0.1, 2024-02-27 14:35:10, GET, /favicon.ico, HTTP/1.1, 400, 0.000245
127.0.0.1, 2024-02-27 14:35:12, GET, /escolar/default/index, HTTP/1.1, 500, 0.052427
127.0.0.1, 2024-02-27 14:35:12, GET, /favicon.ico, HTTP/1.1, 400, 0.000265
127.0.0.1, 2024-02-27 14:35:18, GET, /escolar/default/index, HTTP/1.1, 500, 0.058162
127.0.0.1, 2024-02-27 14:35:18, GET, /favicon.ico, HTTP/1.1, 400, 0.000279
127.0.0.1, 2024-02-27 14:35:27, GET, /escolar/default/index, HTTP/1.1, 500, 0.071910
127.0.0.1, 2024-02-27 14:35:27, GET, /favicon.ico, HTTP/1.1, 400, 0.000258
127.0.0.1, 2024-02-27 14:35:28, GET, /escolar/default/index, HTTP/1.1, 500, 0.018774
127.0.0.1, 2024-02-27 14:35:28, GET, /favicon.ico, HTTP/1.1, 400, 0.000256
127.0.0.1, 2024-02-27 14:35:29, GET, /admin/default/site, HTTP/1.1, 200, 0.093012
127.0.0.1, 2024-02-27 14:35:29, GET, /favicon.ico, HTTP/1.1, 400, 0.000257
127.0.0.1, 2024-02-27 14:35:31, GET, /escolar/default/index, HTTP/1.1, 500, 0.088221
127.0.0.1, 2024-02-27 14:35:31, GET, /favicon.ico, HTTP/1.1, 400, 0.000475
127.0.0.1, 2024-02-27 14:35:51, GET, /admin/default/ticket/escolar/127.0.0.1.2024-02-27.14-35-31.d6abacbf-26e2-4f8c-b80f-7820c01efdf5, HTTP/1.1, 200, 0.056353
127.0.0.1, 2024-02-27 14:35:51, GET, /favicon.ico, HTTP/1.1, 400, 0.000555
